StockCode,Recency,Frequency,Monetary,R,F,M,RFM_Score,LoyalCustomer,Predicted_LoyalCustomer
85099B,1,2132,96324.07,1,4,4,9,1,1
85099C,1,947,28603.08,1,4,4,9,1,1
85099F,1,825,33018.96,1,4,4,9,1,1
85099f,332,10,232.05999999999997,4,1,2,7,0,0
85103,144,29,1144.44,4,2,3,9,1,1
85104,4,18,534.6,3,2,2,7,0,0
85106,11,20,1147.4099999999999,3,2,3,8,0,0
85107,3,27,546.49,2,2,2,6,0,0
85109,355,1,10.2,4,1,1,6,0,0
85111,1,57,441.07,1,2,2,5,0,0
85114A,8,56,1105.21,3,2,3,8,0,0
85114B,1,78,907.4399999999999,1,3,3,7,0,0
85114C,1,75,920.2199999999999,1,3,3,7,0,0
85114a,184,15,161.70000000000002,4,1,2,7,0,0
85114b,2,14,118.86000000000001,2,1,1,4,0,0
85114c,5,35,534.66,3,2,2,7,0,0
85115B,59,1,24.869999999999997,4,1,1,6,0,0
85116,57,91,1169.88,4,3,3,10,1,1
85118,322,12,160.77,4,1,2,7,0,0
85119,367,1,3.36,4,1,1,6,0,0
85123A,1,2240,111143.1,1,4,4,9,1,1
85123a,2,67,1952.4799999999998,2,3,3,8,0,0
85124B,16,40,279.35999999999996,3,2,2,7,0,0
85124C,48,39,261.89,4,2,2,8,0,0
85125,13,33,770.2900000000001,3,2,3,8,0,0
85126,316,2,33.89,4,1,1,6,0,0
85127,1,52,1131.29,1,2,3,6,0,0
85129B,4,31,168.59,3,2,2,7,0,0
85129C,2,15,107.31,2,1,1,4,0,0
85129D,4,65,343.99,3,2,2,7,0,0
85130A,200,10,127.04999999999998,4,1,1,6,0,0
85130B,2,62,760.4300000000001,2,2,3,7,0,0
85130C,2,46,438.87,2,2,2,6,0,0
85130D,2,62,569.29,2,2,2,6,0,0
85131A,40,122,912.75,4,3,3,10,1,1
85131B,1,172,521.11,1,4,2,7,0,0
85131C,25,50,178.85,3,2,2,7,0,0
85131D,1,206,725.26,1,4,3,8,0,0
85132A,200,112,1569.57,4,3,3,10,1,1
85132B,173,75,1156.1699999999998,4,3,3,10,1,1
85132C,99,215,3572.0699999999997,4,4,4,12,1,1
85132a,213,8,92.19999999999999,4,1,1,6,0,0
85132b,171,9,74.60999999999999,4,1,1,6,0,0
85132c,228,3,24.869999999999997,4,1,1,6,0,0
85135A,11,8,151.05,3,1,2,6,0,0
85135B,22,46,532.5,3,2,2,7,0,0
85135C,1,68,864.33,1,3,3,7,0,0
85136A,4,53,580.36,3,2,2,7,0,0
85136B,360,2,15.9,4,1,1,6,0,0
85136C,1,36,421.18,1,2,2,5,0,0
85141,176,42,676.29,4,2,2,8,0,0
85144,220,41,586.6,4,2,2,8,0,0
85145,225,13,167.70000000000002,4,1,2,7,0,0
85146,246,9,171.11,4,1,2,7,0,0
85150,1,482,9400.83,1,4,4,9,1,1
85152,1,680,16118.550000000001,1,4,4,9,1,1
85159A,5,53,865.75,3,2,3,8,0,0
85159B,9,72,1221.04,3,3,3,9,1,1
85160A,318,1,7.5,4,1,1,6,0,0
85160B,26,17,63.019999999999996,3,2,1,6,0,0
85160a,353,1,16.13,4,1,1,6,0,0
85161,13,20,568.65,3,2,2,7,0,0
85163A,16,32,559.0,3,2,2,7,0,0
85163B,4,37,796.43,3,2,3,8,0,0
85167B,246,8,109.94,4,1,1,6,0,0
85168B,1,35,432.78999999999996,1,2,2,5,0,0
85169A,1,89,828.02,1,3,3,7,0,0
85169B,2,62,356.06,2,2,2,6,0,0
85169C,1,47,467.86,1,2,2,5,0,0
85169D,11,51,357.33,3,2,2,7,0,0
85170A,367,1,2.1,4,1,1,6,0,0
85170B,10,40,318.85,3,2,2,7,0,0
85170C,1,72,608.53,1,3,2,6,0,0
85170D,1,102,804.99,1,3,3,7,0,0
85172,3,45,617.14,2,2,2,6,0,0
85173,1,87,807.77,1,3,3,7,0,0
85174,1,160,2961.0299999999997,1,3,4,8,0,0
85175,8,147,2333.5,3,3,4,10,1,1
85176,1,173,881.3199999999999,1,4,3,8,0,0
85177,1,64,645.91,1,2,2,5,0,0
85178,1,145,3146.68,1,3,4,8,0,0
85179A,1,59,380.79,1,2,2,5,0,0
85179C,1,36,201.31,1,2,2,5,0,0
85179a,11,1,2.46,3,1,1,5,0,0
85180A,4,64,1070.56,3,2,3,8,0,0
85180B,3,48,587.2,2,2,2,6,0,0
85183A,4,88,854.54,3,3,3,9,1,1
85183B,5,118,1323.37,3,3,3,9,1,1
85184C,1,193,2997.64,1,4,4,9,1,1
85184c,44,2,11.58,4,1,1,6,0,0
85185B,9,72,929.8900000000001,3,3,3,9,1,1
85185D,198,8,44.25000000000001,4,1,1,6,0,0
85186A,239,79,293.8,4,3,2,9,1,1
85186C,51,79,277.57,4,3,2,9,1,1
85187,12,69,556.53,3,3,2,8,0,0
85188A,141,43,280.71999999999997,4,2,2,8,0,0
85188B,258,10,68.69999999999999,4,1,1,6,0,0
85189,268,3,7.6499999999999995,4,1,1,6,0,0
85194L,17,76,847.54,3,3,3,9,1,1
85194S,6,75,507.56000000000006,3,3,2,8,0,0
85195,268,3,23.1,4,1,1,6,0,0
85197,133,19,73.5,4,2,1,7,0,0
85198,205,9,74.58,4,1,1,6,0,0
85199L,1,97,671.8800000000001,1,3,2,6,0,0
85199S,1,262,1315.33,1,4,3,8,0,0
85200,235,26,228.75,4,2,2,8,0,0
85202,10,106,314.81,3,3,2,8,0,0
85203,4,127,409.41,3,3,2,8,0,0
85204,2,105,326.08,2,3,2,7,0,0
85205B,232,29,323.15,4,2,2,8,0,0
85206A,267,114,1572.2299999999998,4,3,3,10,1,1
85206B,323,4,23.099999999999998,4,1,1,6,0,0
85208,11,48,419.01000000000005,3,2,2,7,0,0
85211,58,25,176.73999999999998,4,2,2,8,0,0
85212,2,79,761.4,2,3,3,8,0,0
85213,132,34,334.87999999999994,4,2,2,8,0,0
85214,121,58,271.03999999999996,4,2,2,8,0,0
85215,121,18,180.71,4,2,2,8,0,0
85216,22,8,35.75,3,1,1,5,0,0
85224,261,1,6.300000000000001,4,1,1,6,0,0
85225,3,3,6.25,2,1,1,4,0,0
85227,1,223,1368.75,1,4,3,8,0,0
85230A,7,18,203.27999999999997,3,2,2,7,0,0
85230B,3,39,333.2,2,2,2,6,0,0
85230E,89,24,267.45,4,2,2,8,0,0
85230F,29,12,90.33999999999999,3,1,1,5,0,0
85230G,7,26,270.96,3,2,2,7,0,0
85231B,1,152,786.93,1,3,3,7,0,0
85231G,58,82,509.77,4,3,2,9,1,1
85231b,239,3,4.92,4,1,1,6,0,0
85231g,213,6,9.78,4,1,1,6,0,0
85232A,186,30,404.40000000000003,4,2,2,8,0,0
85232B,301,19,2619.3,4,2,4,10,1,1
85232D,2,70,1012.32,2,3,3,8,0,0
90000A,23,8,77.91,3,1,1,5,0,0
90000B,137,7,67.83,4,1,1,6,0,0
90000D,14,14,129.85,3,1,2,6,0,0
90001A,39,4,20.950000000000003,4,1,1,6,0,0
90001B,31,3,21.15,3,1,1,5,0,0
90001C,50,5,21.130000000000003,4,1,1,6,0,0
90001D,61,5,29.73,4,1,1,6,0,0
90002D,215,9,48.71,4,1,1,6,0,0
90003B,10,11,71.31,3,1,1,5,0,0
90003C,1,25,134.84,1,2,2,5,0,0
90003D,10,17,127.26,3,2,1,6,0,0
90003E,1,15,101.11,1,1,1,3,0,0
90005A,226,10,28.02,4,1,1,6,0,0
90010A,1,15,167.3,1,1,2,4,0,0
90010B,244,7,100.08999999999999,4,1,1,6,0,0
90010E,7,16,227.89,3,1,2,6,0,0
90011A,15,6,17.509999999999998,3,1,1,5,0,0
90011B,9,7,35.27,3,1,1,5,0,0
90011C,16,2,5.8,3,1,1,5,0,0
90011D,17,3,8.76,3,1,1,5,0,0
90011E,85,3,8.76,4,1,1,6,0,0
90012A,60,5,53.760000000000005,4,1,1,6,0,0
90012B,27,3,45.35000000000001,3,1,1,5,0,0
90013A,1,33,225.32,1,2,2,5,0,0
90013B,9,31,149.41000000000003,3,2,2,7,0,0
90013C,1,28,158.08,1,2,2,5,0,0
90013D,163,3,25.17,4,1,1,6,0,0
90014A,1,21,217.59,1,2,2,5,0,0
90014B,45,15,158.73999999999998,4,1,2,7,0,0
90014C,12,4,43.199999999999996,3,1,1,5,0,0
90016A,45,7,105.71000000000001,4,1,1,6,0,0
90016B,1,19,184.66,1,2,2,5,0,0
90016C,2,3,24.96,2,1,1,4,0,0
90018A,1,38,197.58,1,2,2,5,0,0
90018B,1,17,92.28,1,2,1,4,0,0
90018C,14,10,54.650000000000006,3,1,1,5,0,0
90019A,4,27,197.09,3,2,2,7,0,0
90019B,1,18,96.52000000000001,1,2,1,4,0,0
90019C,2,11,68.73,2,1,1,4,0,0
90020,102,1,12.48,4,1,1,6,0,0
90021,227,1,11.95,4,1,1,6,0,0
90022,1,21,105.2,1,2,1,4,0,0
90023,12,9,55.02,3,1,1,5,0,0
90024B,4,7,84.28,3,1,1,5,0,0
90024C,137,3,33.81,4,1,1,6,0,0
90024D,71,2,16.82,4,1,1,6,0,0
90024E,255,2,16.810000000000002,4,1,1,6,0,0
90024F,9,4,42.13,3,1,1,5,0,0
90025A,61,2,7.5,4,1,1,6,0,0
90025B,232,1,3.73,4,1,1,6,0,0
90025D,71,3,11.19,4,1,1,6,0,0
90025E,186,1,3.73,4,1,1,6,0,0
90025F,50,4,14.96,4,1,1,6,0,0
90026A,179,1,17.0,4,1,1,6,0,0
90026B,253,3,25.32,4,1,1,6,0,0
90026C,31,3,33.82,3,1,1,5,0,0
90026D,21,3,25.5,3,1,1,5,0,0
90027A,102,3,17.66,4,1,1,6,0,0
90027B,14,3,8.76,3,1,1,5,0,0
90027C,14,5,14.5,3,1,1,5,0,0
90027D,1,6,28.4,1,1,1,3,0,0
90028,37,14,134.16,4,1,2,7,0,0
90029,102,4,42.14,4,1,1,6,0,0
90030A,11,7,72.0,3,1,1,5,0,0
90030B,1,25,190.73000000000002,1,2,2,5,0,0
90030C,15,11,91.7,3,1,1,5,0,0
90031,15,7,59.89,3,1,1,5,0,0
90032,45,8,103.13,4,1,1,6,0,0
90033,10,9,25.07,3,1,1,5,0,0
90034,235,2,20.17,4,1,1,6,0,0
90035A,240,3,53.62,4,1,1,6,0,0
90035C,210,1,21.5,4,1,1,6,0,0
90036A,126,4,47.7,4,1,1,6,0,0
90036B,130,2,31.8,4,1,1,6,0,0
90036C,7,5,71.4,3,1,1,5,0,0
90036D,179,5,95.35000000000001,4,1,1,6,0,0
90036E,50,11,110.95,4,1,1,6,0,0
90036F,262,5,64.08,4,1,1,6,0,0
90037A,319,1,2.48,4,1,1,6,0,0
90037B,3,5,25.279999999999998,2,1,1,4,0,0
90037C,3,5,12.52,2,1,1,4,0,0
90038A,16,10,56.15,3,1,1,5,0,0
90038B,1,8,48.77,1,1,1,3,0,0
90038C,98,4,33.69,4,1,1,6,0,0
90039A,4,3,29.96,3,1,1,5,0,0
90039B,135,6,41.31,4,1,1,6,0,0
90039C,2,6,22.48,2,1,1,4,0,0
90039D,3,9,78.69,2,1,1,4,0,0
90040A,278,5,54.290000000000006,4,1,1,6,0,0
90040B,217,11,66.7,4,1,1,6,0,0
90040C,6,10,54.42,3,1,1,5,0,0
90041,7,4,18.27,3,1,1,5,0,0
90042A,240,2,7.6499999999999995,4,1,1,6,0,0
90042C,332,5,12.7,4,1,1,6,0,0
90043,53,2,24.810000000000002,4,1,1,6,0,0
90046,155,1,14.850000000000001,4,1,1,6,0,0
90048,155,1,14.850000000000001,4,1,1,6,0,0
90049,16,3,34.77,3,1,1,5,0,0
90050,25,5,69.62,3,1,1,5,0,0
90051,61,7,70.16,4,1,1,6,0,0
90052,24,2,14.14,3,1,1,5,0,0
90053,63,4,9.99,4,1,1,6,0,0
90054,2,9,22.58,2,1,1,4,0,0
90055,1,5,12.53,1,1,1,3,0,0
90056,3,4,43.510000000000005,2,1,1,4,0,0
90057,1,22,1311.3600000000001,1,2,3,6,0,0
90058A,3,8,136.8,2,1,2,5,0,0
90058B,3,16,246.24,2,1,2,5,0,0
90059A,1,28,84.42999999999999,1,2,1,4,0,0
90059B,4,11,36.419999999999995,3,1,1,5,0,0
90059C,1,11,34.69,1,1,1,3,0,0
90059D,1,20,51.349999999999994,1,2,1,4,0,0
90059E,1,16,51.269999999999996,1,1,1,3,0,0
90059F,1,15,44.589999999999996,1,1,1,3,0,0
90060B,359,1,5.95,4,1,1,6,0,0
90060D,359,3,17.85,4,1,1,6,0,0
90060F,14,6,35.160000000000004,3,1,1,5,0,0
90062,225,27,570.78,4,2,2,8,0,0
90063A,37,8,102.0,4,1,1,6,0,0
90063B,37,6,76.32,4,1,1,6,0,0
90064A,22,6,38.7,3,1,1,5,0,0
90064B,59,8,48.75,4,1,1,6,0,0
90065A,166,4,60.75,4,1,1,6,0,0
90065B,30,2,13.5,3,1,1,5,0,0
90067A,25,7,41.150000000000006,3,1,1,5,0,0
90067B,135,2,5.8,4,1,1,6,0,0
90068,267,1,7.5,4,1,1,6,0,0
90069,37,1,15.0,4,1,1,6,0,0
90070,16,15,140.49,3,1,2,6,0,0
90071,4,33,54.62,3,2,1,6,0,0
90072,1,14,83.42,1,1,1,3,0,0
90073,2,18,134.70000000000002,2,2,2,6,0,0
90074,11,3,37.239999999999995,3,1,1,5,0,0
90075,16,3,37.66,3,1,1,5,0,0
90076,16,5,26.669999999999998,3,1,1,5,0,0
90077,93,3,8.82,4,1,1,6,0,0
90078,361,1,15.0,4,1,1,6,0,0
90079,61,4,49.760000000000005,4,1,1,6,0,0
90081A,2,8,74.25,2,1,1,4,0,0
90081B,205,1,4.95,4,1,1,6,0,0
90081C,2,15,99.60000000000001,2,1,1,4,0,0
90082A,2,18,193.2,2,2,2,6,0,0
90082B,2,10,171.45,2,1,2,5,0,0
90082D,12,5,64.38,3,1,1,5,0,0
90083,2,9,23.47,2,1,1,4,0,0
90084,279,1,0.85,4,1,1,6,0,0
90085,7,10,36.76,3,1,1,5,0,0
90086,1,28,77.78999999999999,1,2,1,4,0,0
90087,1,25,61.459999999999994,1,2,1,4,0,0
90089,1,9,16.22,1,1,1,3,0,0
90092,332,1,1.66,4,1,1,6,0,0
90093,3,10,28.569999999999997,2,1,1,4,0,0
90094,4,13,35.699999999999996,3,1,1,5,0,0
90096,26,26,112.21,3,2,1,6,0,0
90098,15,11,89.25,3,1,1,5,0,0
90099,4,16,76.38,3,1,1,5,0,0
90100,289,1,2.55,4,1,1,6,0,0
90101,2,18,113.36999999999999,2,2,1,5,0,0
90102,186,1,8.5,4,1,1,6,0,0
90103,4,16,72.66,3,1,1,5,0,0
90104,235,12,23.16,4,1,1,6,0,0
90108,8,13,92.46000000000001,3,1,1,5,0,0
90112,351,1,2.1,4,1,1,6,0,0
90114,1,88,417.96,1,3,2,6,0,0
90115,191,31,134.53,4,2,2,8,0,0
90116,1,45,145.52,1,2,2,5,0,0
90118,4,20,89.94,3,2,1,6,0,0
90119,1,36,207.60999999999999,1,2,2,5,0,0
90120A,319,3,29.73,4,1,1,6,0,0
90120B,1,15,164.12,1,1,2,4,0,0
90120C,1,22,215.20000000000002,1,2,2,5,0,0
90120D,303,5,41.790000000000006,4,1,1,6,0,0
90122A,24,14,109.48,3,1,1,5,0,0
90122B,99,6,29.93,4,1,1,6,0,0
90122C,7,11,119.23,3,1,1,5,0,0
90123A,60,9,89.12,4,1,1,6,0,0
90123B,130,5,53.42,4,1,1,6,0,0
90123C,130,6,83.29,4,1,1,6,0,0
90123D,11,5,35.31,3,1,1,5,0,0
90124A,41,6,79.66,4,1,1,6,0,0
90124B,28,11,119.89,3,1,1,5,0,0
90124C,36,8,109.53999999999999,4,1,1,6,0,0
90125A,149,10,106.24,4,1,1,6,0,0
90125B,7,12,48.06,3,1,1,5,0,0
90125C,197,7,69.85,4,1,1,6,0,0
90125D,149,19,110.03,4,2,1,7,0,0
90125E,197,10,21.05,4,1,1,6,0,0
90126A,362,1,3.36,4,1,1,6,0,0
90126C,147,1,6.58,4,1,1,6,0,0
90127A,147,1,4.92,4,1,1,6,0,0
90128A,136,2,7.43,4,1,1,6,0,0
90128B,365,2,3.76,4,1,1,6,0,0
90128C,72,2,4.97,4,1,1,6,0,0
90128D,298,2,4.97,4,1,1,6,0,0
90129A,67,20,82.97999999999999,4,2,1,7,0,0
90129B,2,20,121.38000000000001,2,2,1,5,0,0
90129C,2,16,79.76,2,1,1,4,0,0
90129D,51,7,33.440000000000005,4,1,1,6,0,0
90129E,16,14,77.03999999999999,3,1,1,5,0,0
90129F,2,16,88.03,2,1,1,4,0,0
90130A,14,6,17.5,3,1,1,5,0,0
90130B,1,31,113.97,1,2,1,4,0,0
90130C,1,13,40.95,1,1,1,3,0,0
90130D,11,3,8.7,3,1,1,5,0,0
90131,191,2,34.870000000000005,4,1,1,6,0,0
90132,102,3,15.16,4,1,1,6,0,0
90133,7,13,94.43,3,1,1,5,0,0
90134,1,45,157.5,1,2,2,5,0,0
90135,228,2,39.660000000000004,4,1,1,6,0,0
90135A,235,1,4.98,4,1,1,6,0,0
90136,228,2,29.849999999999998,4,1,1,6,0,0
90137,142,3,16.310000000000002,4,1,1,6,0,0
90138,1,7,52.42,1,1,1,3,0,0
90140,102,2,15.120000000000001,4,1,1,6,0,0
90141A,9,10,63.11,3,1,1,5,0,0
90141B,1,5,44.86,1,1,1,3,0,0
90141C,17,8,52.31,3,1,1,5,0,0
90141D,145,2,20.36,4,1,1,6,0,0
90141E,59,2,24.75,4,1,1,6,0,0
90142A,357,1,5.09,4,1,1,6,0,0
90142D,47,4,49.64,4,1,1,6,0,0
90143,8,20,267.18,3,2,2,7,0,0
90144,11,14,67.36,3,1,1,5,0,0
90145,1,18,168.0,1,2,2,5,0,0
90146,2,7,95.35000000000001,2,1,1,4,0,0
90147,12,24,343.90999999999997,3,2,2,7,0,0
90148,74,7,139.98,4,1,2,7,0,0
90149,7,4,342.76000000000005,3,1,2,6,0,0
90151,12,4,68.0,3,1,1,5,0,0
90152A,9,5,28.76,3,1,1,5,0,0
90152B,362,2,11.46,4,1,1,6,0,0
90152C,298,1,5.95,4,1,1,6,0,0
90154,21,5,421.75,3,1,2,6,0,0
90155,1,7,67.62,1,1,1,3,0,0
90156,96,3,19.8,4,1,1,6,0,0
90157,11,5,49.59,3,1,1,5,0,0
90158,2,35,224.12,2,2,2,6,0,0
90159,30,5,29.790000000000003,3,1,1,5,0,0
90160A,3,16,313.59000000000003,2,1,2,5,0,0
90160B,30,12,209.73000000000002,3,1,2,6,0,0
90160C,2,26,377.04,2,2,2,6,0,0
90160D,22,12,264.7,3,1,2,6,0,0
90161A,2,21,119.91000000000001,2,2,1,5,0,0
90161B,2,37,377.88,2,2,2,6,0,0
90161C,2,50,412.74,2,2,2,6,0,0
90161D,1,34,318.89000000000004,1,2,2,5,0,0
90162A,33,1,17.700000000000003,4,1,1,6,0,0
90162B,31,11,82.60000000000001,3,1,1,5,0,0
90162C,40,7,41.300000000000004,4,1,1,6,0,0
90162D,40,5,29.500000000000004,4,1,1,6,0,0
90163A,1,9,90.32,1,1,1,3,0,0
90163B,4,5,52.72,3,1,1,5,0,0
90164A,7,14,130.67,3,1,2,6,0,0
90164B,4,15,140.98,3,1,2,6,0,0
90165A,23,15,39.98,3,1,1,5,0,0
90165B,1,18,47.43,1,2,1,4,0,0
90166,2,15,88.04,2,1,1,4,0,0
90167,370,1,8.5,4,1,1,6,0,0
90168,1,13,70.26,1,1,1,3,0,0
90169,1,12,63.14,1,1,1,3,0,0
90170,1,38,160.13,1,2,2,5,0,0
90173,59,17,120.34,4,2,1,7,0,0
90174,1,23,126.02,1,2,1,4,0,0
90175A,1,25,245.63,1,2,2,5,0,0
90175B,30,9,91.68,3,1,1,5,0,0
90175C,22,6,80.55,3,1,1,5,0,0
90175D,1,20,210.04,1,2,2,5,0,0
90176A,31,3,29.98,3,1,1,5,0,0
90176B,23,3,30.12,3,1,1,5,0,0
90176C,109,2,23.32,4,1,1,6,0,0
90176D,31,5,60.0,3,1,1,5,0,0
90176E,7,3,29.98,3,1,1,5,0,0
90177A,1,10,58.60000000000001,1,1,1,3,0,0
90177B,1,7,41.010000000000005,1,1,1,3,0,0
90177C,1,15,93.93,1,1,1,3,0,0
90177D,7,15,91.23,3,1,1,5,0,0
90177E,18,10,58.78000000000001,3,1,1,5,0,0
90178A,50,8,95.25,4,1,1,6,0,0
90178B,357,1,11.95,4,1,1,6,0,0
90179A,2,5,35.31,2,1,1,4,0,0
90179B,4,3,17.59,3,1,1,5,0,0
90179C,9,6,35.44,3,1,1,5,0,0
90180A,10,9,127.24,3,1,1,5,0,0
90180B,3,5,49.81,2,1,1,4,0,0
90181A,9,7,64.04,3,1,1,5,0,0
90181B,1,14,137.63,1,1,2,4,0,0
90181C,235,1,9.15,4,1,1,6,0,0
90182A,3,8,23.2,2,1,1,4,0,0
90182B,2,5,14.5,2,1,1,4,0,0
90182C,1,10,58.660000000000004,1,1,1,3,0,0
90183A,1,24,134.94,1,2,2,5,0,0
90183B,4,17,61.08,3,2,1,6,0,0
90183C,1,9,26.15,1,1,1,3,0,0
90183c,39,1,2.9,4,1,1,6,0,0
90184A,29,9,117.73,3,1,1,5,0,0
90184B,4,21,297.94,3,2,2,7,0,0
90184C,1,17,190.51999999999998,1,2,2,5,0,0
90184c,39,1,9.15,4,1,1,6,0,0
90185A,23,14,156.53,3,1,2,6,0,0
90185B,1,14,135.27,1,1,2,4,0,0
90185C,39,13,178.09,4,1,2,7,0,0
90185D,190,11,148.63,4,1,2,7,0,0
90186A,10,9,35.11,3,1,1,5,0,0
90186B,11,15,64.58,3,1,1,5,0,0
90187A,284,1,3.32,4,1,1,6,0,0
90187B,2,8,40.03,2,1,1,4,0,0
90188,1,7,25.13,1,1,1,3,0,0
90189A,21,2,15.0,3,1,1,5,0,0
90190A,16,10,46.76,3,1,1,5,0,0
90190B,17,7,38.18,3,1,1,5,0,0
90190C,11,19,58.43,3,2,1,6,0,0
90191,1,10,163.82,1,1,2,4,0,0
90192,1,26,219.0,1,2,2,5,0,0
90194,51,10,67.87,4,1,1,6,0,0
90195A,4,10,122.84,3,1,1,5,0,0
90195B,30,4,29.98,3,1,1,5,0,0
90196A,11,5,102.0,3,1,1,5,0,0
90196B,30,5,63.480000000000004,3,1,1,5,0,0
90197B,3,27,174.73000000000002,2,2,2,6,0,0
90198A,1,44,315.73,1,2,2,5,0,0
90198B,6,17,152.4,3,2,2,7,0,0
90199A,37,6,69.63,4,1,1,6,0,0
90199B,7,8,56.59,3,1,1,5,0,0
90199C,10,11,139.34,3,1,2,6,0,0
90199D,10,6,37.620000000000005,3,1,1,5,0,0
90200A,1,50,328.44,1,2,2,5,0,0
90200B,2,48,397.08,2,2,2,6,0,0
90200C,263,26,211.43,4,2,2,8,0,0
90200D,2,78,729.57,2,3,3,8,0,0
90200E,2,44,423.41,2,2,2,6,0,0
90201A,1,29,214.31,1,2,2,5,0,0
90201B,1,25,273.55,1,2,2,5,0,0
90201C,1,22,203.12000000000003,1,2,2,5,0,0
90201D,1,31,225.84,1,2,2,5,0,0
90202A,1,16,81.98,1,1,1,3,0,0
90202B,1,11,67.35000000000001,1,1,1,3,0,0
90202C,1,15,76.41000000000001,1,1,1,3,0,0
90202D,1,12,82.16000000000001,1,1,1,3,0,0
90204,8,19,110.26,3,2,1,6,0,0
90205A,16,16,51.51,3,1,1,5,0,0
90205C,11,15,48.209999999999994,3,1,1,5,0,0
90206A,2,9,59.800000000000004,2,1,1,4,0,0
90206C,1,31,229.68,1,2,2,5,0,0
90208,1,38,148.0,1,2,2,5,0,0
90209A,36,5,176.4,4,1,2,7,0,0
90209B,69,54,357.74,4,2,2,8,0,0
90209C,39,32,486.8,4,2,2,8,0,0
90210A,1,10,57.55,1,1,1,3,0,0
90210B,1,7,61.56,1,1,1,3,0,0
90210C,1,10,130.51000000000002,1,1,2,4,0,0
90210D,29,8,132.05,3,1,2,6,0,0
90211A,4,8,70.97,3,1,1,5,0,0
90211B,37,7,65.16,4,1,1,6,0,0
90212B,217,8,37.62,4,1,1,6,0,0
90212C,94,3,26.25,4,1,1,6,0,0
90214A,1,56,111.66,1,2,1,4,0,0
90214B,4,22,24.77,3,2,1,6,0,0
90214C,1,33,72.77,1,2,1,4,0,0
90214D,1,32,49.9,1,2,1,4,0,0
90214E,1,30,53.199999999999996,1,2,1,4,0,0
90214F,2,15,15.429999999999998,2,1,1,4,0,0
90214G,2,30,40.199999999999996,2,2,1,5,0,0
90214H,2,30,36.76,2,2,1,5,0,0
90214I,1,13,29.619999999999997,1,1,1,3,0,0
90214J,3,41,57.21,2,2,1,5,0,0
90214K,1,38,60.699999999999996,1,2,1,4,0,0
90214L,1,37,65.03999999999999,1,2,1,4,0,0
90214M,4,28,49.82,3,2,1,6,0,0
90214N,1,24,29.23,1,2,1,4,0,0
90214O,3,5,6.819999999999999,2,1,1,4,0,0
90214P,1,16,20.229999999999997,1,1,1,3,0,0
90214R,1,25,28.009999999999998,1,2,1,4,0,0
90214S,1,41,71.0,1,2,1,4,0,0
90214T,4,11,13.459999999999999,3,1,1,5,0,0
90214U,4,1,3.4799999999999995,3,1,1,5,0,0
90214V,4,14,15.979999999999999,3,1,1,5,0,0
90214W,4,5,6.819999999999999,3,1,1,5,0,0
90214Y,3,8,22.839999999999996,2,1,1,4,0,0
90214Z,4,10,11.84,3,1,1,5,0,0
AMAZONFEE,5,34,249042.68,3,2,4,9,1,1
B,119,3,33186.18,4,1,4,9,1,1
BANK CHARGES,3,36,7505.641,2,2,4,8,0,0
C2,5,143,7116.0,3,3,4,10,1,1
CRUK,4,16,7933.43,3,1,4,8,0,0
D,9,65,5696.22,3,2,4,9,1,1
DCGS0003,218,4,9.94,4,1,1,6,0,0
DCGS0004,226,1,16.63,4,1,1,6,0,0
DCGS0069,315,1,15.79,4,1,1,6,0,0
DCGS0070,353,1,12.72,4,1,1,6,0,0
DCGS0076,354,2,48.39,4,1,1,6,0,0
DCGSSBOY,8,11,150.54999999999998,3,1,2,6,0,0
DCGSSGIRL,23,13,144.43,3,1,2,6,0,0
DOT,1,707,206252.06,1,4,4,9,1,1
M,1,512,224894.73,1,4,4,9,1,1
PADS,75,3,0.003,4,1,1,6,0,0
POST,1,1250,89973.12,1,4,4,9,1,1
S,21,19,3175.49,3,2,4,9,1,1
gift_0001_10,2,8,74.97,2,1,1,4,0,0
gift_0001_20,39,9,167.05,4,1,2,7,0,0
gift_0001_30,99,7,175.53,4,1,2,7,0,0
gift_0001_40,135,3,100.69999999999999,4,1,1,6,0,0
gift_0001_50,162,4,167.56,4,1,2,7,0,0
m,353,1,2.55,4,1,1,6,0,0
